Australian Bureau of Statistics,,,,,,,,,,,
"Schools, Australia, 2020",,,,,,,,,,,
#REF!,,,,,,,,,,,
#REF!,,,,,,,,,,,
Year,State/Territory,Affiliation (Gov/Non-gov),Affiliation (Gov/Cath/Ind),FT/PT,Sex,School Level,National Report on Schooling (ANR) School Level,Year (Grade),FTE Aboriginal and Torres Strait Islander Students ,FTE Non-Indigenous Students ,FTE All Students 
2009,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,58,3138,3196
2009,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,55,3114,3169
2009,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,60,3000,3060
2009,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,30,30,60
2009,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,88,2831,2919
2009,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,46,2317,2363
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),49,1424,1473
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,30,1540,1570
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,40,1493,1533
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,49,1596,1645
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,47,1750,1797
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,36,1860,1896
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,44,1853,1897
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,36,1656,1692
2009,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,19,22,41
2009,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,71,3174,3245
2009,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,66,3122,3188
2009,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,51,3151,3202
2009,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,21,28,49
2009,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,78,2806,2884
2009,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,40,2469,2509
2009,e WA,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,91.2,91.2
2009,e WA,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,b Year 1,0,2.4,2.4
2009,e WA,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,11.2,11.2
2009,e WA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,1,1
2009,e WA,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,99.3,99.3
2009,e WA,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,b Year 1,0,3.2,3.2
2009,e WA,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,4,4
2009,e WA,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,0,1,1
2009,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),163,2123,2286
2009,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,b Year 1,199,2188,2387
2009,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,c Year 2,193,2182,2375
2009,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,d Year 3,218,2354,2572
2009,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,195,2331,2526
2009,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,228,2273,2501
2009,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,200,2216,2416
2009,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,205,2143,2348
2009,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,221,2127,2348
2009,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,213,2252,2465
2009,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,212,2247,2459
2009,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,111,1513,1624
2009,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,53,1221,1274
2009,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),154,1943,2097
2009,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,176,2070,2246
2009,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,163,2025,2188
2009,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,193,2122,2315
2009,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,206,2237,2443
2009,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,186,2110,2296
2009,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,193,2082,2275
2009,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,178,1937,2115
2009,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,190,1965,2155
2009,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,209,2007,2216
2009,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,213,1895,2108
2009,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,129,1752,1881
2009,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,97,1491,1588
2009,f Tas.,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,d Year 3,0,3.2,3.2
2009,f Tas.,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,e Year 4,1.2,0,1.2
2009,f Tas.,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,f Year 5,0,1.2,1.2
2009,f Tas.,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,0,2,2
2009,f Tas.,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,0,5.9,5.9
2009,f Tas.,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,21.9,160.1,182
2009,f Tas.,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,24.3,251.5,275.8
2009,f Tas.,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,c Year 2,0,1.6,1.6
2009,f Tas.,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,e Year 4,0.9,0,0.9
2009,f Tas.,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,0,2.7,2.7
2009,f Tas.,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,24.4,183,207.4
2009,f Tas.,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,29.4,442.6,472
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),21,512,533
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,15,497,512
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,27,502,529
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,d Year 3,16,489,505
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,e Year 4,19,535,554
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,f Year 5,27,513,540
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,g Year 6,24,495,519
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,15,643,658
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,29,603,632
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,19,610,629
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,18,568,586
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,23,388,411
2009,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,4,300,304
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),19,509,528
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,b Year 1,22,500,522
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,c Year 2,25,503,528
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,d Year 3,18,516,534
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,e Year 4,33,478,511
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,f Year 5,22,527,549
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,g Year 6,21,505,526
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,29,684,713
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,19,663,682
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,32,644,676
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,23,601,624
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,17,447,464
2009,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,9,390,399
2009,f Tas.,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,1.9,1.9
2009,f Tas.,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,0,2.1,2.1
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),10,242,252
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,b Year 1,3,233,236
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,c Year 2,8,252,260
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,d Year 3,5,269,274
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,e Year 4,7,264,271
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,f Year 5,8,296,304
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,g Year 6,7,319,326
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,6,6
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,5,450,455
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,8,463,471
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,6,494,500
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,6,468,474
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,6,6
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,8,494,502
2009,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,4,372,376
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),5,242,247
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,5,248,253
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,3,260,263
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,9,227,236
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,3,290,293
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,3,307,310
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,6,307,313
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,14,450,464
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,7,427,434
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,13,467,480
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,13,472,485
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,9,386,395
2009,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,0,349,349
2009,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,b Year 1,0,1.2,1.2
2009,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,c Year 2,0,1.6,1.6
2009,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,d Year 3,0,1,1
2009,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,1.2,1.2
2009,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,g Year 6,0,1,1
